3  (1,4)
77.5026041667,D3  (9,12)
77.5052083333,A0  (0,3)
77.5052083333,Gb2  (9,12)
77.625,Bb3  (9,12)
77.75,Bb1  (9,12)
77.75,Bb3  (9,12)
77.75,C3  (2,5)
77.75,A2  (2,5)
77.75,F3  (2,5)
77.7552083333,E3  (9,12)
77.875,Bb3  (9,12)
77.875,C3  (2,5)
77.875,A2  (2,5)
77.875,F3  (2,5)
77.9947916667,D4  (7,10)
78,F3  (1,4)
78,Bb1  (1,4)
78,D3  (1,4)
78,A3  (1,4)
78,C1  (9,12)
78,Gb1  (9,12)
78,Bb3  (9,12)
78.0052083333,Bb0  (0,3)
78.0052083333,E3  (9,12)
78.125,Bb3  (9,12)
78.25,Gb1  (9,12)
78.25,Bb3  (9,12)
78.25,D3  (3,6)
78.25,Bb2  (2,5)
78.25,F3  (2,5)
78.25,D3  (2,5)
78.375,Bb3  (9,12)
78.375,E3  (3,6)
78.5,D1  (9,12)
78.5,Gb1  (9,12)
78.5,Bb3  (9,12)
78.5,F3  (3,6)
78.5026041667,D3  (9,12)
78.625,Bb3  (9,12)
78.625,F3  (2,5)
78.625,D3  (2,5)
78.625,Bb2  (2,5)
78.75,Gb1  (9,12)
78.75,Bb3  (9,12)
78.75,G3  (3,6)
78.875,C1  (9,12)
78.875,Bb3  (9,12)
78.875,A3  (3,6)
78.8802083333,Bb0  (0,3)
78.8802083333,Eb3  (9,12)
79,C1  (9,12)
79,Gb1  (9,12)
79,Bb3  (9,12)
79,F3  (2,5)
79,D3  (2,5)
79,Bb2  (2,5)
79.0052083333,Eb3  (9,12)
79.0052083333,Bb0  (0,3)
79.125,Bb3  (9,12)
79.1302083333,Eb3  (9,12)
79.25,Gb1  (9,12)
79.25,Bb3  (9,12)
79.2552083333,E3  (9,12)
79.375,Bb3  (9,12)
79.375,Bb2  (2,5)
79.375,F3  (2,5)
79.375,D3  (2,5)
79.5,D1  (9,12)
79.5,Gb1  (9,12)
79.5,Bb3  (9,12)
79.5,A3  (1,4)
79.5,F3  (1,4)
79.5,D3  (1,4)
79.5,Bb1  (1,4)
79.5026041667,D3  (9,12)
79.5052083333,Gb2  (9,12)
79.625,Bb3  (9,12)
79.75,Gb1  (9,12)
79.75,Bb3  (9,12)
79.75,F3  (2,5)
79.75,D3  (2,5)
79.75,Bb2  (2,5)
79.7552083333,E3  (9,12)
79.875,Bb3  (9,12)
79.875,Bb2  (2,5)
79.875,D3  (2,5)
79.875,F3  (2,5)
79.9947916667,C4  (7,10)
80,C1  (9,12)
80,Gb1  (9,12)
80,Bb3  (9,12)
80,A1  (1,4)
80,C3  (1,4)
80,G3  (1,4)
80,E3  (1,4)
80.0052083333,E3  (9,12)
80.0052083333,A0  (0,3)
80.125,Bb3  (9,12)
80.25,Gb1  (9,12)
80.25,Bb3  (9,12)
80.25,E3  (2,5)
80.25,A2  (2,5)
80.25,C3  (2,5)
80.375,Bb3  (9,12)
80.5,D1  (9,12)
80.5,Gb1  (9,12)
80.5,Bb3  (9,12)
80.5026041667,D3  (9,12)
80.625,Bb3  (9,12)
80.625,E3  (2,5)
80.625,C3  (2,5)
80.625,A2  (2,5)
80.75,Gb1  (9,12)
80.75,Bb3  (9,12)
80.875,C1  (9,12)
80.875,Bb3  (9,12)
80.8802083333,Eb3  (9,12)
80.8802083333,A0  (0,3)
81,C1  (9,12)
81,Gb1  (9,12)
81,Bb3  (9,12)
81,E3  (2,5)
81,C3  (2,5)
81,A2  (2,5)
81,F3  (3,6)
81,A3  (3,6)
81.0052083333,Eb3  (9,12)
81.0052083333,A0  (0,3)
81.125,Bb3  (9,12)
81.1302083333,Eb3  (9,12)
81.25,C1  (9,12)
81.25,Gb1  (9,12)
81.25,Bb3  (9,12)
81.25,D3  (3,6)
81.25,F3  (3,6)
81.2552083333,E3  (9,12)
81.375,Bb3  (9,12)
81.375,E3  (2,5)
81.375,C3  (2,5)
81.375,A2  (2,5)
81.5,C1  (9,12)
81.5,D1  (9,12)
81.5,Bb3  (9,12)
81.5,G3  (3,6)
81.5,E3  (3,6)
81.5026041667,D3  (9,12)
81.5052083333,Bb1  (9,12)
81.5052083333,Gb2  (9,12)
81.625,Bb3  (9,12)
81.75,Bb3  (9,12)
81.75,E3  (2,5)
81.75,C3  (2,5)
81.75,A2  (2,5)
81.75,D3  (3,6)
81.75,F3  (3,6)
81.7552083333,E3  (9,12)
81.875,Bb3  (9,12)
81.875,C3  (2,5)
81.875,E3  (2,5)
81.875,A2  (2,5)
81.9947916667,A4  (7,10)
82,C1  (9,12)
82,Gb1  (9,12)
82,Bb3  (9,12)
82,D2  (1,4)
82,A3  (1,4)
82,D3  (1,4)
82,F3  (1,4)
82,E3  (3,6)
82,G3  (3,6)
82.0052083333,Db2  (9,12)
82.0052083333,E3  (9,12)
82.0052083333,D1  (0,3)
82.125,Bb3  (9,12)
82.25,Gb1  (9,12)
82.25,Bb3  (9,12)
82.25,D3  (3,6)
82.25,F3  (3,6)
82.375,Bb3  (9,12)
82.5,D1  (9,12)
82.5,Gb1  (9,12)
82.5,Bb3  (9,12)
82.5,G3  (3,6)
82.5,E3  (3,6)
82.5026041667,D3  (9,12)
82.625,Bb3  (9,12)
82.75,Gb1  (9,12)
82.75,Bb3  (9,12)
82.75,F3  (3,6)
82.75,D3  (3,6)
82.875,C1  (9,12)
82.875,Bb3  (9,12)
82.8802083333,Eb3  (9,12)
82.8802083333,D1  (0,3)
83,C1  (9,12)
83,Gb1  (9,12)
83,Bb3  (9,12)
83.0052083333,Eb3  (9,12)
83.0052083333,D1  (0,3)
83.125,Bb3  (9,12)
83.1302083333,Eb3  (9,12)
83.25,Gb1  (9,12)
83.25,Bb3  (9,12)
83.25,B2  (3,6)
83.25,D3  (3,6)
83.2552083333,E3  (9,12)
83.375,Bb3  (9,12)
83.375,C3  (3,6)
83.375,E3  (3,6)
83.5,D1  (9,12)
83.5,Gb1  (9,12)
83.5,Bb3  (9,12)
83.5,F1  (9,12)
83.5,A2  (3,6)
83.5,C3  (3,6)
83.5026041667,D3  (9,12)
83.5052083333,Gb2  (9,12)
83.625,Bb3  (9,12)
83.75,Gb1  (9,12)
83.75,Bb3  (9,12)
83.7552083333,E3  (9,12)
83.875,Bb3  (9,12)
84,C1  (9,12)
84,Gb1  (9,12)
84,Bb3  (9,12)
84,D3  (1,4)
84,Bb2  (1,4)
84,F3  (1,4)
84,G1  (1,4)
84.0052083333,E3  (9,12)
84.0052083333,G0  (0,3)
84.125,Bb3  (9,12)
84.25,Gb1  (9,12)
84.25,Bb3  (9,12)
84.25,F2  (3,6)
84.375,Bb3  (9,12)
84.375,G2  (3,6)
84.5,D1  (9,12)
84.5,Gb1  (9,12)
84.5,Bb3  (9,12)
84.5,A2  (3,6)
84.5026041667,D3  (9,12)
84.625,Bb3  (9,12)
84.625,G2  (3,6)
84.75,Gb1  (9,12)
84.75,Bb3  (9,12)
84.75,A2  (3,6)
84.875,C1  (9,12)
84.875,Bb3  (9,12)
84.875,C3  (3,6)
84.8802083333,Eb3  (9,12)
84.8802083333,G0  (0,3)
85,C1  (9,12)
85,Gb1  (9,12)
85,Bb3  (9,12)
85,D3  (3,6)
85.0052083333,Eb3  (9,12)
85.0052083333,G0  (0,3)
85.125,Bb3  (9,12)
85.1302083333,Eb3  (9,12)
85.25,Gb1  (9,12)
85.25,Bb3  (9,12)
85.2552083333,E3  (9,12)
85.375,Bb3  (9,12)
85.4270833333,F3  (3,6)
85.4635416667,A3  (3,6)
85.4791666667,D4  (3,6)
85.484375,C4  (3,6)
85.5,D1  (9,12)
85.5,Gb1  (9,12)
85.5,Bb3  (9,12)
85.5,F1  (9,12)
85.5,A1  (1,4)
85.5026041667,D3  (9,12)
85.5052083333,Gb2  (9,12)
85.5052083333,A0  (0,3)
85.625,Bb3  (9,12)
85.75,Bb1  (9,12)
85.75,Bb3  (9,12)
85.7552083333,E3  (9,12)
85.875,Bb3  (9,12)
86,C1  (9,12)
86,Bb3  (9,12)
86,F3  (1,4)
86,D3  (1,4)
86,Bb1  (1,4)
86,A3  (1,4)
86.0052083333,E3  (9,12)
86.0052083333,Bb0  (0,3)
86.125,Bb3  (9,12)
86.25,Gb1  (9,12)
86.25,Bb3  (9,12)
86.375,Bb3  (9,12)
86.5,D1  (9,12)
86.5,Gb1  (9,12)
86.5,Bb3  (9,12)
86.5,C4  (3,6)
86.5026041667,D3  (9,12)
86.625,Bb3  (9,12)
86.75,Gb1  (9,12)
86.75,Bb3  (9,12)
86.875,C1  (9,12)
86.875,Bb3  (9,12)
86.8802083333,Eb3  (9,12)
86.8802083333,Bb0  (0,3)
87,C1  (9,12)
87,Gb1  (9,12)
87,Bb3  (9,12)
87,G3  (3,6)
87,Bb3  (3,6)
87.0052083333,Eb3  (9,12)
87.0052083333,Bb0  (0,3)
87.125,Bb3  (9,12)
87.1302083333,Eb3  (9,12)
87.25,Gb1  (9,12)
87.25,Bb3  (9,12)
87.2552083333,E3  (9,12)
87.375,Bb3  (9,12)
87.5,D1  (9,12)
87.5,Gb1  (9,12)
87.5,Bb3  (9,12)
87.5,F1  (9,12)
87.5026041667,D3  (9,12)
87.5052083333,Gb2  (9,12)
87.625,Bb3  (9,12)
87.75,Gb1  (9,12)
87.75,Bb3  (9,12)
87.7552083333,E3  (9,12)
87.875,Bb3  (9,12)
88,C1  (9,12)
88,Gb1  (9,12)
88,Bb3  (9,12)
88,G3  (1,4)
88,E3  (1,4)
88,C3  (1,4)
88,A1  (1,4)
88.0052083333,E3  (9,12)
88.0052083333,A0  (0,3)
88.125,Bb3  (9,12)
88.25,Gb1  (9,12)
88.25,Bb3  (9,12)
88.375,Bb3  (9,12)
88.5,D1  (9,12)
88.5,Gb1  (9,12)
88.5,Bb3  (9,12)
88.5,C4  (3,6)
88.5,E4  (3,6)
88.5026041667,D3  (9,12)
88.625,Bb3  (9,12)
88.75,C1  (9,12)
88.75,Bb1  (9,12)
88.75,Bb3  (9,12)
88.875,Bb3  (9,12)
88.8802083333,Eb3  (9,12)
88.8802083333,A0  (0,3)
89,D1  (9,12)
89,Gb1  (9,12)
89,Bb3  (9,12)
89,F1  (9,12)
89,D4  (3,6)
89,F4  (3,6)
89.0052083333,Eb3  (9,12)
89.0052083333,A0  (0,3)
89.125,Bb3  (9,12)
89.1302083333,Eb3  (9,12)
89.25,Bb3  (9,12)
89.2552083333,E3  (9,12)
89.375,Bb3  (9,12)
89.375,G1  (9,12)
89.5,Bb3  (9,12)
89.5,F1  (9,12)
89.5026041667,D3  (9,12)
89.5052083333,Gb2  (9,12)
89.625,Bb3  (9,12)
89.75,Bb3  (9,12)
89.75,F1  (9,12)
89.7552083333,E3  (9,12)
89.875,Bb3  (9,12)
89.90625,D3  (2,5)
89.9635416667,C3  (2,5)
90,C1  (9,12)
90,Gb1  (9,12)
90,Bb3  (9,12)
90,D2  (1,4)
90,A3  (1,4)
90,D3  (1,4)
90,F3  (1,4)
90.0052083333,D1  (0,3)
90.015625,D3  (2,5)
90.125,Bb3  (9,12)
90.25,Bb1  (9,12)
90.25,Bb3  (9,12)
90.25,A3  (2,5)
90.25,F3  (2,5)
90.375,Bb3  (9,12)
90.5,Gb1  (9,12)
90.5,Bb3  (9,12)
90.5,Db1  (9,12)
90.625,Bb3  (9,12)
90.625,D3  (2,5)
90.625,A3  (2,5)
90.625,F3  (2,5)
90.75,Gb1  (9,12)
90.75,Bb3  (9,12)
90.75,F4  (3,6)
90.75,D4  (3,6)
90.7552083333,E3  (9,12)
90.875,C1  (9,12)
90.875,Bb3  (9,12)
90.875,E4  (3,6)
90.875,G4  (3,6)
90.8802083333,D1  (0,3)
91,C1  (9,12)
91,Gb1  (9,12)
91,Bb3  (9,12)
91,A3  (2,5)
91,D3  (2,5)
91,F3  (2,5)
91,C4  (3,6)
91,E4  (3,6)
91.0026041667,D3  (9,12)
91.0052083333,D1  (0,3)
91.125,Bb3  (9,12)
91.25,Gb1  (9,12)
91.25,Bb3  (9,12)
91.375,Bb3  (9,12)
91.375,A3  (2,5)
91.375,D3  (2,5)
91.375,F3  (2,5)
91.3802083333,E3  (9,12)
91.5,Gb1  (9,12)
91.5,Bb3  (9,12)
91.5052083333,Db1  (9,12)
91.5052083333,Gb2  (9,12)
91.5052083333,E3  (9,12)
91.625,Bb3  (9,12)
91.75,Bb1  (9,12)
91.75,Bb3  (9,12)
91.75,A3  (2,5)
91.75,D3  (2,5)
91.75,F3  (2,5)
91.875,Bb3  (9,12)
91.875,F3  (2,5)
91.875,D3  (2,5)
91.875,A3  (2,5)
91.8802083333,D1  (0,3)
92,C1  (9,12)
92,Gb1  (9,12)
92,Bb3  (9,12)
92,D3  (1,4)
92,Bb2  (1,4)
92,F3  (1,4)
92,G1  (1,4)
92.0052083333,G1  (0,3)
92.125,Bb3  (9,12)
92.25,Gb1  (9,12)
92.25,Bb3  (9,12)
92.25,Bb2  (2,5)
92.25,F3  (2,5)
92.25,D3  (2,5)
92.25,D2  (3,6)
92.375,Bb3  (9,12)
92.375,E2  (3,6)
92.3802083333,G1  (0,3)
92.5,Gb1  (9,12)
92.5,Bb3  (9,12)
92.5,G2  (3,6)
92.5052083333,Db1  (9,12)
92.5052083333,D1  (0,3)
92.625,Bb3  (9,12)
92.625,F3  (2,5)
92.625,Bb2  (2,5)
92.625,D3  (2,5)
92.625,F2  (3,6)
92.65625,F3  (6,9)
92.65625,D4  (6,9)
92.65625,A3  (6,9)
92.75,Gb1  (9,12)
92.75,Bb3  (9,12)
92.75,A2  (3,6)
92.7552083333,E3  (9,12)
92.875,C1  (9,12)
92.875,Bb3  (9,12)
92.875,C3  (3,6)
92.8802083333,D1  (0,3)
93,C1  (9,12)
93,Gb1  (9,12)
93,Bb3  (9,12)
93,F3  (2,5)
93,D3  (2,5)
93,Bb2  (2,5)
93,D3  (3,6)
93.0026041667,D3  (9,12)
93.0052083333,Bb0  (0,3)
93.125,Bb3  (9,12)
93.1302083333,D1  (0,3)
93.25,Gb1  (9,12)
93.25,Bb3  (9,12)
93.25,A2  (3,6)
93.2552083333,Bb0  (0,3)
93.375,Bb3  (9,12)
93.375,F3  (2,5)
93.375,D3  (2,5)
93.375,Bb2  (2,5)
93.3802083333,E3  (9,12)
93.4479166667,F3  (8,11)
93.5,Gb1  (9,12)
93.5,Bb3  (9,12)
93.5,Db1  (9,12)
93.5052083333,Gb2  (9,12)
93.5052083333,E3  (9,12)
93.5052083333,G0  (0,3)
93.515625,G3  (8,11)
93.5625,A3  (8,11)
93.625,Bb3  (9,12)
93.625,A2  (3,6)
93.6666666667,E4  (8,11)
93.75,Bb1  (9,12)
93.75,Bb3  (9,12)
93.75,C3  (2,5)
93.75,A2  (2,5)
93.75,F3  (2,5)
93.875,Bb3  (9,12)
93.875,C3  (2,5)
93.875,A2  (2,5)
93.875,F3  (2,5)
93.875,F2  (3,6)
93.9166666667,D4  (8,11)
94,C1  (9,12)
94,Gb1  (9,12)
94,Bb3  (9,12)
94,G2  (3,6)
94,F3  (1,4)
94,D3  (1,4)
94,Bb1  (1,4)
94,A3  (1,4)
94.0052083333,Bb0  (0,3)
94.0416666667,A3  (8,11)
94.125,Bb3  (9,12)
94.25,Gb1  (9,12)
94.25,Bb3  (9,12)
94.25,Bb2  (2,5)
94.25,F3  (2,5)
94.25,D3  (2,5)
94.25,A2  (3,6)
94.2916666667,F3  (8,11)
94.375,Bb3  (9,12)
94.5,Gb1  (9,12)
94.5,Bb3  (9,12)
94.5,Db1  (9,12)
94.5416666667,E4  (8,11)
94.625,Bb3  (9,12)
94.625,F3  (2,5)
94.625,D3  (2,5)
94.625,Bb2  (2,5)
94.65625,D3  (6,9)
94.65625,Bb3  (6,9)
94.75,Gb1  (9,12)
94.75,Bb3  (9,12)
94.7552083333,E3  (9,12)
94.875,C1  (9,12)
94.875,Bb3  (9,12)
94.8802083333,Bb0  (0,3)
94.9166666667,D4  (8,11)
95,C1  (9,12)
95,Gb1  (9,12)
95,Bb3  (9,12)
95,F3  (2,5)
95,D3  (2,5)
95,Bb2  (2,5)
95.0026041667,D3  (9,12)
95.0052083333,Bb0  (0,3)
95.0416666667,A3  (8,11)
95.125,Bb3  (9,12)
95.25,Gb1  (9,12)
95.25,Bb3  (9,12)
95.2916666667,F3  (8,11)
95.375,Bb3  (9,12)
95.375,Bb2  (2,5)
95.375,F3  (2,5)
95.375,D3  (2,5)
95.3802083333,E3  (9,12)
95.5,Gb1  (9,12)
95.5,Bb3  (9,12)
95.5052083333,Db1  (9,12)
95.5052083333,Gb2  (9,12)
95.5052083333,E3  (9,12)
95.625,Bb3  (9,12)
95.6666666667,C4  (8,11)
95.75,Gb1  (9,12)
95.75,Bb3  (9,12)
95.75,F3  (2,5)
95.75,D3  (2,5)
95.75,Bb2  (2,5)
95.75,G2  (3,6)
95.875,Bb3  (9,12)
95.875,Bb2  (2,5)
95.875,D3  (2,5)
95.875,F3  (2,5)
95.875,A2  (3,6)
95.9166666667,Bb3  (8,11)
96,C1  (9,12)
96,Gb1  (9,12)
96,Bb3  (9,12)
96,G3  (1,4)
96,E3  (1,4)
96,C3  (1,4)
96,A1  (1,4)
96,G2  (3,6)
96.0052083333,A0  (0,3)
96.0416666667,F3  (8,11)
96.125,Bb3  (9,12)
96.15625,C4  (6,9)
96.15625,E3  (6,9)
96.15625,G3  (6,9)
96.25,Gb1  (9,12)
96.25,Bb3  (9,12)
96.25,E3  (2,5)
96.25,A2  (2,5)
96.25,C3  (2,5)
96.2916666667,D3  (8,11)
96.375,Bb3  (9,12)
96.5,Gb1  (9,12)
96.5,Bb3  (9,12)
96.5,Db1  (9,12)
96.5416666667,C4  (8,11)
96.625,Bb3  (9,12)
96.625,E3  (2,5)
96.625,C3  (2,5)
96.625,A2  (2,5)
96.65625,D4  (6,9)
96.65625,A3  (6,9)
96.65625,F3  (6,9)
96.75,Gb1  (9,12)
96.75,Bb3  (9,12)
96.75,Db1  (9,12)
96.7552083333,E3  (9,12)
96.875,C1  (9,12)
96.875,Bb3  (9,12)
96.875,C2  (3,6)
96.8802083333,A0  (0,3)
96.9166666667,Bb3  (8,11)
97,Gb1  (9,12)
97,Bb3  (9,12)
97,E3  (2,5)
97,C3  (2,5)
97,A2  (2,5)
97,Bb1  (3,6)
97.0026041667,D3  (9,12)
97.0052083333,E3  (9,12)
97.0052083333,A0  (0,3)
97.0416666667,F3  (8,11)
97.125,Bb3  (9,12)
97.125,Db1  (9,12)
97.25,Gb1  (9,12)
97.25,Bb3  (9,12)
97.375,C1  (9,12)
97.375,Bb3  (9,12)
97.375,E3  (2,5)
97.375,C3  (2,5)
97.375,A2  (2,5)
97.3802083333,E3  (9,12)
97.5,Gb1  (9,12)
97.5,Bb3  (9,12)
97.5052083333,Gb2  (9,12)
97.5052083333,E3  (9,12)
97.625,Bb3  (9,12)
97.6666666667,Bb3  (8,11)
97.75,C1  (9,12)
97.75,Bb1  (9,12)
97.75,Bb3  (9,12)
97.75,E3  (2,5)
97.75,C3  (2,5)
97.75,A2  (2,5)
97.7552083333,Db1  (9,12)
97.875,Bb3  (9,12)
97.875,C3  (2,5)
97.875,E3  (2,5)
97.875,A2  (2,5)
97.9166666667,A3  (8,11)
98,C1  (9,12)
98,Gb1  (9,12)
98,Bb3  (9,12)
98,D2  (1,4)
98,A3  (1,4)
98,D3  (1,4)
98,F3  (1,4)
98.0052083333,D1  (0,3)
98.0416666667,F3  (8,11)
98.125,Bb3  (9,12)
98.25,Gb1  (9,12)
98.25,Bb3  (9,12)
98.25,D3  (2,5)
98.25,A3  (2,5)
98.25,F3  (2,5)
98.2916666667,D3  (8,11)
98.375,Bb3  (9,12)
98.5,Gb1  (9,12)
98.5,Bb3  (9,12)
98.5,Db1  (9,12)
98.5416666667,Bb2  (8,11)
98.625,Bb3  (9,12)
98.625,D3  (2,5)
98.625,A3  (2,5)
98.625,F3  (2,5)
98.65625,C4  (6,9)
98.65625,E3  (6,9)
98.65625,G3  (6,9)
98.75,Gb1  (9,12)
98.75,Bb3  (9,12)
98.7552083333,E3  (9,12)
98.875,C1  (9,12)
98.875,Bb3  (9,12)
98.8802083333,D1  (0,3)
99,C1  (9,12)
99,Gb1  (9,12)
99,Bb3  (9,12)
99,A3  (2,5)
99,D3  (2,5)
99,F3  (2,5)
99,A1  (3,6)
99.0026041667,D3  (9,12)
99.125,Bb3  (9,12)
99.1302083333,D0  (0,3)
99.25,Gb1  (9,12)
99.25,Bb3  (9,12)
99.375,Bb3  (9,12)
99.375,A3  (2,5)
99.375,D3  (2,5)
99.375,F3  (2,5)
99.3802083333,E3  (9,12)
99.3802083333,D0  (0,3)
99.5,Gb1  (9,12)
99.5,Bb3  (9,12)
99.5052083333,Db1  (9,12)
99.5052083333,Gb2  (9,12)
99.5052083333,E3  (9,12)
99.5052083333,F0  (0,3)
99.625,Bb3  (9,12)
99.6666666667,A2  (8,11)
99.75,Bb1  (9,12)
99.75,Bb3  (9,12)
99.75,A3  (2,5)
99.75,D3  (2,5)
99.75,F3  (2,5)
99.875,Bb3  (9,12)
99.875,F3  (2,5)
99.875,D3  (2,5)
99.875,A3  (2,5)
99.8802083333,F0  (0,3)
99.9166666667,Bb2  (8,11)
100,C1  (9,12)
100,Gb1  (9,12)
100,Bb3  (9,12)
100,D3  (1,4)
100,Bb2  (1,4)
100,F3  (1,4)
100,G1  (1,4)
100.0052083333,G0  (0,3)
100.125,Bb3  (9,12)
100.1666666667,C3  (8,11)
100.25,Gb1  (9,12)
100.25,Bb3  (9,12)
100.25,Bb2  (2,5)
100.25,F3  (2,5)
100.25,D3  (2,5)
100.375,Bb3  (9,12)
100.4166666667,D3  (8,11)
100.5,Gb1  (9,12)
100.5,Bb3  (9,12)
100.5052083333,Db1  (9,12)
100.625,Bb3  (9,12)
100.625,F3  (2,5)
100.625,Bb2  (2,5)
100.625,D3  (2,5)
100.65625,D3  (6,9)
100.65625,A3  (6,9)
100.65625,F3  (6,9)
100.6666666667,E3  (8,11)
100.75,Gb1  (9,12)
100.75,Bb3  (9,12)
100.7552083333,E3  (9,12)
100.875,C1  (9,12)
100.875,Bb3  (9,12)
100.8802083333,G0  (0,3)
100.9166666667,F3  (8,11)
101,C1  (9,12)
101,Gb1  (9,12)
101,Bb3  (9,12)
101,F3  (2,5)
101,D3  (2,5)
101,Bb2  (2,5)
101.0026041667,D3  (9,12)
101.0052083333,G0  (0,3)
101.125,Bb3  (9,12)
101.1666666667,G3  (8,11)
101.25,Gb1  (9,12)
101.25,Bb3  (9,12)
101.375,Bb3  (9,12)
101.375,F3  (2,5)
101.375,D3  (2,5)
101.375,Bb2  (2,5)
101.3802083333,E3  (9,12)
101.4166666667,A3  (8,11)
101.5,Gb1  (9,12)
101.5,Bb3  (9,12)
101.5,Db1  (9,12)
101.5,A1  (1,4)
101.5052083333,Gb2  (9,12)
101.5052083333,E3  (9,12)
101.5052083333,A0  (0,3)
101.5104166667,F3  (8,11)
101.5520833333,G3  (8,11)
101.6145833333,A3  (8,11)
101.625,Bb3  (9,12)
101.6666666667,E4  (8,11)
101.75,Bb1  (9,12)
101.75,Bb3  (9,12)
101.75,C3  (2,5)
101.75,A2  (2,5)
101.75,F3  (2,5)
101.875,Bb3  (9,12)
101.875,C3  (2,5)
101.875,A2  (2,5)
101.875,F3  (2,5)
101.9166666667,D4  (8,11)
102,C1  (9,12)
102,Gb1  (9,12)
102,Bb3  (9,12)
102,F3  (1,4)
102,D3  (1,4)
102,Bb1  (1,4)
102,A3  (1,4)
102.0052083333,Bb0  (0,3)
102.0416666667,A3  (8,11)
102.125,Bb3  (9,12)
102.25,Gb1  (9,12)
102.25,Bb3  (9,12)
102.25,Bb2  (2,5)
102.25,F3  (2,5)
102.25,D3  (2,5)
102.2916666667,F3  (8,11)
102.375,Bb3  (9,12)
102.5,Gb1  (9,12)
102.5,Bb3  (9,12)
102.5052083333,Db1  (9,12)
102.5416666667,E4  (8,11)
102.625,Bb3  (9,12)
102.625,F3  (2,5)
102.625,D3  (2,5)
102.625,Bb2  (2,5)
102.6302083333,Bb0  (0,3)
102.65625,Bb2  (6,9)
102.65625,D3  (6,9)
102.65625,F3  (6,9)
102.75,Gb1  (9,12)
102.75,Bb3  (9,12)
102.7552083333,E3  (9,12)
102.875,C1  (9,12)
102.875,Bb3  (9,12)
102.8802083333,Bb0  (0,3)
102.9166666667,D4  (8,11)
103,C1  (9,12)
103,Gb1  (9,12)
103,Bb3  (9,12)
103,F3  (2,5)
103,D3  (2,5)
103,Bb2  (2,5)
103.0026041667,D3  (9,12)
103.0052083333,Bb0  (0,3)
103.0416666667,A3  (8,11)
103.125,Bb3  (9,12)
103.25,Gb1  (9,12)
103.25,Bb3  (9,12)
103.2916666667,F3  (8,11)
103.3333333333,A3  (5,8)
103.3333333333,F3  (5,8)
103.3333333333,D3  (5,8)
103.375,Bb3  (9,12)
103.375,Bb2  (2,5)
103.375,F3  (2,5)
103.375,D3  (2,5)
103.3802083333,E3  (9,12)
103.5,Gb1  (9,12)
103.5,Bb3  (9,12)
103.5052083333,Db1  (9,12)
103.5052083333,Gb2  (9,12)
103.5052083333,E3  (9,12)
103.625,Bb3  (9,12)
103.6666666667,C4  (8,11)
103.75,Bb1  (9,12)
103.75,Bb3  (9,12)
103.75,F3  (2,5)
103.75,D3  (2,5)
103.75,Bb2  (2,5)
103.875,Bb3  (9,12)
103.875,Bb2  (2,5)
103.875,D3  (2,5)
103.875,F3  (2,5)
103.9166666667,Bb3  (8,11)
104,C1  (9,12)
104,Gb1  (9,12)
104,Bb3  (9,12)
104,G3  (1,4)
104,E3  (1,4)
104,C3  (1,4)
104,A1  (1,4)
104.0052083333,A0  (0,3)
104.0416666667,F3  (8,11)
104.125,Bb3  (9,12)
104.25,C1  (9,12)
104.25,Gb1  (9,12)
104.25,Bb3  (9,12)
104.25,E3  (2,5)
104.25,A2  (2,5)
104.25,C3  (2,5)
104.2916666667,D3  (8,11)
104.375,Bb3  (9,12)
104.5,Gb1  (9,12)
104.5,Bb3  (9,12)
104.5052083333,Db1  (9,12)
104.5416666667,C4  (8,11)
104.625,Bb3  (9,12)
104.625,E3  (2,5)
104.625,C3  (2,5)
104.625,A2  (2,5)
104.65625,D3  (6,9)
104.65625,F3  (6,9)
104.65625,A3  (6,9)
104.75,Gb1  (9,12)
104.75,Bb3  (9,12)
104.7552083333,E3  (9,12)
104.875,Bb3  (9,12)
104.9166666667,Bb3  (8,11)
105,C1  (9,12)
105,Bb1  (9,12)
105,Bb3  (9,12)
105,E3  (2,5)
105,C3  (2,5)
105,A2  (2,5)
105.0026041667,D3  (9,12)
105.0052083333,E3  (9,12)
105.0052083333,A0  (0,3)
105.0416666667,F3  (8,11)
105.125,Gb1  (9,12)
105.125,Bb3  (9,12)
105.25,C1  (9,12)
105.25,D1  (9,12)
105.25,Gb1  (9,12)
105.25,Bb3  (9,12)
105.3333333333,Bb3  (5,8)
105.3333333333,F3  (5,8)
105.3333333333,D3  (5,8)
105.375,Bb3  (9,12)
105.375,E3  (2,5)
105.375,C3  (2,5)
105.375,A2  (2,5)
105.3802083333,E3  (9,12)
105.5,D1  (9,12)
105.5,Gb1  (9,12)
105.5,Bb3  (9,12)
105.5052083333,Gb2  (9,12)
105.5052083333,E3  (9,12)
105.5052083333,A0  (0,3)
105.625,Bb3  (9,12)
105.625,B1  (9,12)
105.6666666667,Bb3  (8,11)
105.75,C1  (9,12)
105.75,Gb1  (9,12)
105.75,Bb3  (9,12)
105.75,G1  (9,12)
105.75,E3  (2,5)
105.75,C3  (2,5)
105.75,A2  (2,5)
105.875,Bb3  (9,12)
105.875,C3  (2,5)
105.875,E3  (2,5)
105.875,A2  (2,5)
105.9166666667,A3  (8,11)
106,C1  (9,12)
106,Gb1  (9,12)
106,Bb3  (9,12)
